[2026-05-20T10:51:32.270779+00:00] detect_docx_toc TOC Structured Document Tag (SDT) detected.
[2026-05-20T10:51:32.278784+00:00] PipelineOrchestrator TOC DETECTED = True
[2026-05-20T10:51:32.281488+00:00] PipelineOrchestrator Starting conversion pipeline for 'Printer_Setup_UserGuide.docx'.
[2026-05-20T10:51:32.281635+00:00] DocxToHtmlProcessor Converting 'Printer_Setup_UserGuide.docx' from DOCX to HTML.
[2026-05-20T10:51:32.284277+00:00] DocxToHtmlProcessor Opening DOCX archive: 'Printer_Setup_UserGuide.docx'.
[2026-05-20T10:51:32.285466+00:00] DocxToHtmlProcessor Reading relationships.
[2026-05-20T10:51:32.285564+00:00] DocxToHtmlProcessor Parsing relationships from 'word/_rels/document.xml.rels'.
[2026-05-20T10:51:32.286632+00:00] DocxToHtmlProcessor Extracted 246 relationship(s).
[2026-05-20T10:51:32.290691+00:00] DocxToHtmlProcessor Media copied: 'image57.png'.
[2026-05-20T10:51:32.290861+00:00] DocxToHtmlProcessor Media copied: 'image111.png'.
[2026-05-20T10:51:32.290996+00:00] DocxToHtmlProcessor Media copied: 'image132.png'.
[2026-05-20T10:51:32.291136+00:00] DocxToHtmlProcessor Media copied: 'image78.png'.
[2026-05-20T10:51:32.291289+00:00] DocxToHtmlProcessor Media copied: 'image143.jpeg'.
[2026-05-20T10:51:32.291439+00:00] DocxToHtmlProcessor Media copied: 'image162.png'.
[2026-05-20T10:51:32.291568+00:00] DocxToHtmlProcessor Media copied: 'image183.png'.
[2026-05-20T10:51:32.291698+00:00] DocxToHtmlProcessor Media copied: 'image197.png'.
[2026-05-20T10:51:32.292057+00:00] DocxToHtmlProcessor Media copied: 'image218.png'.
[2026-05-20T10:51:32.292205+00:00] DocxToHtmlProcessor Media copied: 'image5.png'.
[2026-05-20T10:51:32.292339+00:00] DocxToHtmlProcessor Media copied: 'image26.png'.
[2026-05-20T10:51:32.292469+00:00] DocxToHtmlProcessor Media copied: 'image101.png'.
[2026-05-20T10:51:32.292596+00:00] DocxToHtmlProcessor Media copied: 'image122.png'.
[2026-05-20T10:51:32.292751+00:00] DocxToHtmlProcessor Media copied: 'image47.png'.
[2026-05-20T10:51:32.292892+00:00] DocxToHtmlProcessor Media copied: 'image68.png'.
[2026-05-20T10:51:32.293022+00:00] DocxToHtmlProcessor Media copied: 'image89.png'.
[2026-05-20T10:51:32.293149+00:00] DocxToHtmlProcessor Media copied: 'image133.png'.
[2026-05-20T10:51:32.293432+00:00] DocxToHtmlProcessor Media copied: 'image152.png'.
[2026-05-20T10:51:32.293588+00:00] DocxToHtmlProcessor Media copied: 'image173.png'.
[2026-05-20T10:51:32.293875+00:00] DocxToHtmlProcessor Media copied: 'image208.png'.
[2026-05-20T10:51:32.294037+00:00] DocxToHtmlProcessor Media copied: 'image229.png'.
[2026-05-20T10:51:32.294322+00:00] DocxToHtmlProcessor Media copied: 'image16.png'.
[2026-05-20T10:51:32.294470+00:00] DocxToHtmlProcessor Media copied: 'image112.png'.
[2026-05-20T10:51:32.294602+00:00] DocxToHtmlProcessor Media copied: 'image37.png'.
[2026-05-20T10:51:32.294749+00:00] DocxToHtmlProcessor Media copied: 'image58.png'.
[2026-05-20T10:51:32.294885+00:00] DocxToHtmlProcessor Media copied: 'image79.png'.
[2026-05-20T10:51:32.295017+00:00] DocxToHtmlProcessor Media copied: 'image123.png'.
[2026-05-20T10:51:32.295155+00:00] DocxToHtmlProcessor Media copied: 'image144.jpeg'.
[2026-05-20T10:51:32.295304+00:00] DocxToHtmlProcessor Media copied: 'image163.png'.
[2026-05-20T10:51:32.295446+00:00] DocxToHtmlProcessor Media copied: 'image184.jpeg'.
[2026-05-20T10:51:32.295655+00:00] DocxToHtmlProcessor Media copied: 'image198.png'.
[2026-05-20T10:51:32.296022+00:00] DocxToHtmlProcessor Media copied: 'image219.png'.
[2026-05-20T10:51:32.296178+00:00] DocxToHtmlProcessor Media copied: 'image6.png'.
[2026-05-20T10:51:32.296311+00:00] DocxToHtmlProcessor Media copied: 'image102.png'.
[2026-05-20T10:51:32.296452+00:00] DocxToHtmlProcessor Media copied: 'image27.png'.
[2026-05-20T10:51:32.296591+00:00] DocxToHtmlProcessor Media copied: 'image48.jpeg'.
[2026-05-20T10:51:32.296765+00:00] DocxToHtmlProcessor Media copied: 'image69.png'.
[2026-05-20T10:51:32.296904+00:00] DocxToHtmlProcessor Media copied: 'image90.png'.
[2026-05-20T10:51:32.297035+00:00] DocxToHtmlProcessor Media copied: 'image113.png'.
[2026-05-20T10:51:32.297165+00:00] DocxToHtmlProcessor Media copied: 'image134.png'.
[2026-05-20T10:51:32.297360+00:00] DocxToHtmlProcessor Media copied: 'image153.png'.
[2026-05-20T10:51:32.297499+00:00] DocxToHtmlProcessor Media copied: 'image174.png'.
[2026-05-20T10:51:32.297634+00:00] DocxToHtmlProcessor Media copied: 'image209.png'.
[2026-05-20T10:51:32.297800+00:00] DocxToHtmlProcessor Media copied: 'image230.png'.
[2026-05-20T10:51:32.297934+00:00] DocxToHtmlProcessor Media copied: 'image17.png'.
[2026-05-20T10:51:32.298119+00:00] DocxToHtmlProcessor Media copied: 'image38.png'.
[2026-05-20T10:51:32.298272+00:00] DocxToHtmlProcessor Media copied: 'image59.jpeg'.
[2026-05-20T10:51:32.298402+00:00] DocxToHtmlProcessor Media copied: 'image80.png'.
[2026-05-20T10:51:32.298530+00:00] DocxToHtmlProcessor Media copied: 'image103.png'.
[2026-05-20T10:51:32.298659+00:00] DocxToHtmlProcessor Media copied: 'image124.png'.
[2026-05-20T10:51:32.298833+00:00] DocxToHtmlProcessor Media copied: 'image145.jpeg'.
[2026-05-20T10:51:32.298975+00:00] DocxToHtmlProcessor Media copied: 'image164.png'.
[2026-05-20T10:51:32.299108+00:00] DocxToHtmlProcessor Media copied: 'image185.png'.
[2026-05-20T10:51:32.299455+00:00] DocxToHtmlProcessor Media copied: 'image199.png'.
[2026-05-20T10:51:32.299724+00:00] DocxToHtmlProcessor Media copied: 'image220.png'.
[2026-05-20T10:51:32.299944+00:00] DocxToHtmlProcessor Media copied: 'image231.png'.
[2026-05-20T10:51:32.300090+00:00] DocxToHtmlProcessor Media copied: 'image7.png'.
[2026-05-20T10:51:32.300222+00:00] DocxToHtmlProcessor Media copied: 'image28.png'.
[2026-05-20T10:51:32.300352+00:00] DocxToHtmlProcessor Media copied: 'image49.png'.
[2026-05-20T10:51:32.300486+00:00] DocxToHtmlProcessor Media copied: 'image70.png'.
[2026-05-20T10:51:32.300617+00:00] DocxToHtmlProcessor Media copied: 'image93.png'.
[2026-05-20T10:51:32.300884+00:00] DocxToHtmlProcessor Media copied: 'image1.png'.
[2026-05-20T10:51:32.301039+00:00] DocxToHtmlProcessor Media copied: 'image91.png'.
[2026-05-20T10:51:32.301174+00:00] DocxToHtmlProcessor Media copied: 'image114.png'.
[2026-05-20T10:51:32.301306+00:00] DocxToHtmlProcessor Media copied: 'image135.png'.
[2026-05-20T10:51:32.301590+00:00] DocxToHtmlProcessor Media copied: 'image154.png'.
[2026-05-20T10:51:32.301789+00:00] DocxToHtmlProcessor Media copied: 'image175.png'.
[2026-05-20T10:51:32.301968+00:00] DocxToHtmlProcessor Media copied: 'image210.png'.
[2026-05-20T10:51:32.302235+00:00] DocxToHtmlProcessor Media copied: 'image221.png'.
[2026-05-20T10:51:32.302379+00:00] DocxToHtmlProcessor Media copied: 'image18.png'.
[2026-05-20T10:51:32.302511+00:00] DocxToHtmlProcessor Media copied: 'image39.png'.
[2026-05-20T10:51:32.302644+00:00] DocxToHtmlProcessor Media copied: 'image60.png'.
[2026-05-20T10:51:32.302799+00:00] DocxToHtmlProcessor Media copied: 'image81.png'.
[2026-05-20T10:51:32.302948+00:00] DocxToHtmlProcessor Media copied: 'image104.png'.
[2026-05-20T10:51:32.303092+00:00] DocxToHtmlProcessor Media copied: 'image125.jpeg'.
[2026-05-20T10:51:32.303227+00:00] DocxToHtmlProcessor Media copied: 'image146.png'.
[2026-05-20T10:51:32.303362+00:00] DocxToHtmlProcessor Media copied: 'image165.png'.
[2026-05-20T10:51:32.303517+00:00] DocxToHtmlProcessor Media copied: 'image186.jpeg'.
[2026-05-20T10:51:32.303654+00:00] DocxToHtmlProcessor Media copied: 'image200.png'.
[2026-05-20T10:51:32.303842+00:00] DocxToHtmlProcessor Media copied: 'image211.png'.
[2026-05-20T10:51:32.303994+00:00] DocxToHtmlProcessor Media copied: 'image232.png'.
[2026-05-20T10:51:32.304127+00:00] DocxToHtmlProcessor Media copied: 'image8.png'.
[2026-05-20T10:51:32.304265+00:00] DocxToHtmlProcessor Media copied: 'image29.png'.
[2026-05-20T10:51:32.304422+00:00] DocxToHtmlProcessor Media copied: 'image50.png'.
[2026-05-20T10:51:32.304560+00:00] DocxToHtmlProcessor Media copied: 'image3.png'.
[2026-05-20T10:51:32.304692+00:00] DocxToHtmlProcessor Media copied: 'image24.png'.
[2026-05-20T10:51:32.304876+00:00] DocxToHtmlProcessor Media copied: 'image45.png'.
[2026-05-20T10:51:32.305011+00:00] DocxToHtmlProcessor Media copied: 'image66.png'.
[2026-05-20T10:51:32.305142+00:00] DocxToHtmlProcessor Media copied: 'image71.png'.
[2026-05-20T10:51:32.305273+00:00] DocxToHtmlProcessor Media copied: 'image87.png'.
[2026-05-20T10:51:32.305404+00:00] DocxToHtmlProcessor Media copied: 'image92.png'.
[2026-05-20T10:51:32.305535+00:00] DocxToHtmlProcessor Media copied: 'image94.png'.
[2026-05-20T10:51:32.305668+00:00] DocxToHtmlProcessor Media copied: 'image115.png'.
[2026-05-20T10:51:32.305838+00:00] DocxToHtmlProcessor Media copied: 'image136.png'.
[2026-05-20T10:51:32.305974+00:00] DocxToHtmlProcessor Media copied: 'image141.png'.
[2026-05-20T10:51:32.306114+00:00] DocxToHtmlProcessor Media copied: 'image155.png'.
[2026-05-20T10:51:32.306271+00:00] DocxToHtmlProcessor Media copied: 'image160.png'.
[2026-05-20T10:51:32.306409+00:00] DocxToHtmlProcessor Media copied: 'image176.png'.
[2026-05-20T10:51:32.306543+00:00] DocxToHtmlProcessor Media copied: 'image2.png'.
[2026-05-20T10:51:32.306674+00:00] DocxToHtmlProcessor Media copied: 'image171.png'.
[2026-05-20T10:51:32.306913+00:00] DocxToHtmlProcessor Media copied: 'image201.png'.
[2026-05-20T10:51:32.307063+00:00] DocxToHtmlProcessor Media copied: 'image206.png'.
[2026-05-20T10:51:32.307201+00:00] DocxToHtmlProcessor Media copied: 'image227.png'.
[2026-05-20T10:51:32.307333+00:00] DocxToHtmlProcessor Media copied: 'image19.png'.
[2026-05-20T10:51:32.307469+00:00] DocxToHtmlProcessor Media copied: 'image222.png'.
[2026-05-20T10:51:32.307602+00:00] DocxToHtmlProcessor Media copied: 'image40.png'.
[2026-05-20T10:51:32.307765+00:00] DocxToHtmlProcessor Media copied: 'image61.png'.
[2026-05-20T10:51:32.307930+00:00] DocxToHtmlProcessor Media copied: 'image82.png'.
[2026-05-20T10:51:32.308070+00:00] DocxToHtmlProcessor Media copied: 'image105.png'.
[2026-05-20T10:51:32.308204+00:00] DocxToHtmlProcessor Media copied: 'image126.png'.
[2026-05-20T10:51:32.308337+00:00] DocxToHtmlProcessor Media copied: 'image147.png'.
[2026-05-20T10:51:32.308480+00:00] DocxToHtmlProcessor Media copied: 'image166.png'.
[2026-05-20T10:51:32.308647+00:00] DocxToHtmlProcessor Media copied: 'image187.jpeg'.
[2026-05-20T10:51:32.308986+00:00] DocxToHtmlProcessor Media copied: 'image191.png'.
[2026-05-20T10:51:32.309142+00:00] DocxToHtmlProcessor Media copied: 'image9.png'.
[2026-05-20T10:51:32.309293+00:00] DocxToHtmlProcessor Media copied: 'image212.jpeg'.
[2026-05-20T10:51:32.309433+00:00] DocxToHtmlProcessor Media copied: 'image233.png'.
[2026-05-20T10:51:32.309583+00:00] DocxToHtmlProcessor Media copied: 'image30.png'.
[2026-05-20T10:51:32.309796+00:00] DocxToHtmlProcessor Media copied: 'image51.jpeg'.
[2026-05-20T10:51:32.309958+00:00] DocxToHtmlProcessor Media copied: 'image72.png'.
[2026-05-20T10:51:32.310095+00:00] DocxToHtmlProcessor Media copied: 'image95.png'.
[2026-05-20T10:51:32.310237+00:00] DocxToHtmlProcessor Media copied: 'image116.png'.
[2026-05-20T10:51:32.310374+00:00] DocxToHtmlProcessor Media copied: 'image137.png'.
[2026-05-20T10:51:32.310512+00:00] DocxToHtmlProcessor Media copied: 'image83.png'.
[2026-05-20T10:51:32.310646+00:00] DocxToHtmlProcessor Media copied: 'image156.png'.
[2026-05-20T10:51:32.310826+00:00] DocxToHtmlProcessor Media copied: 'image177.png'.
[2026-05-20T10:51:32.310980+00:00] DocxToHtmlProcessor Media copied: 'image202.png'.
[2026-05-20T10:51:32.311119+00:00] DocxToHtmlProcessor Media copied: 'image223.png'.
[2026-05-20T10:51:32.311253+00:00] DocxToHtmlProcessor Media copied: 'image20.png'.
[2026-05-20T10:51:32.311386+00:00] DocxToHtmlProcessor Media copied: 'image41.png'.
[2026-05-20T10:51:32.311527+00:00] DocxToHtmlProcessor Media copied: 'image62.png'.
[2026-05-20T10:51:32.311668+00:00] DocxToHtmlProcessor Media copied: 'image106.png'.
[2026-05-20T10:51:32.311858+00:00] DocxToHtmlProcessor Media copied: 'image127.png'.
[2026-05-20T10:51:32.312004+00:00] DocxToHtmlProcessor Media copied: 'image73.png'.
[2026-05-20T10:51:32.312141+00:00] DocxToHtmlProcessor Media copied: 'image148.png'.
[2026-05-20T10:51:32.312275+00:00] DocxToHtmlProcessor Media copied: 'image167.png'.
[2026-05-20T10:51:32.312411+00:00] DocxToHtmlProcessor Media copied: 'image188.png'.
[2026-05-20T10:51:32.312686+00:00] DocxToHtmlProcessor Media copied: 'image192.png'.
[2026-05-20T10:51:32.312903+00:00] DocxToHtmlProcessor Media copied: 'image213.jpeg'.
[2026-05-20T10:51:32.313054+00:00] DocxToHtmlProcessor Media copied: 'image234.png'.
[2026-05-20T10:51:32.313194+00:00] DocxToHtmlProcessor Media copied: 'image10.png'.
[2026-05-20T10:51:32.313330+00:00] DocxToHtmlProcessor Media copied: 'image31.png'.
[2026-05-20T10:51:32.313466+00:00] DocxToHtmlProcessor Media copied: 'image52.png'.
[2026-05-20T10:51:32.313599+00:00] DocxToHtmlProcessor Media copied: 'image96.png'.
[2026-05-20T10:51:32.313770+00:00] DocxToHtmlProcessor Media copied: 'image117.png'.
[2026-05-20T10:51:32.313920+00:00] DocxToHtmlProcessor Media copied: 'image63.png'.
[2026-05-20T10:51:32.314062+00:00] DocxToHtmlProcessor Media copied: 'image84.png'.
[2026-05-20T10:51:32.314208+00:00] DocxToHtmlProcessor Media copied: 'image138.png'.
[2026-05-20T10:51:32.314567+00:00] DocxToHtmlProcessor Media copied: 'image157.png'.
[2026-05-20T10:51:32.314764+00:00] DocxToHtmlProcessor Media copied: 'image178.png'.
[2026-05-20T10:51:32.315007+00:00] DocxToHtmlProcessor Media copied: 'image203.png'.
[2026-05-20T10:51:32.315160+00:00] DocxToHtmlProcessor Media copied: 'image224.png'.
[2026-05-20T10:51:32.315300+00:00] DocxToHtmlProcessor Media copied: 'image21.png'.
[2026-05-20T10:51:32.315439+00:00] DocxToHtmlProcessor Media copied: 'image42.png'.
[2026-05-20T10:51:32.315582+00:00] DocxToHtmlProcessor Media copied: 'image107.png'.
[2026-05-20T10:51:32.315779+00:00] DocxToHtmlProcessor Media copied: 'image53.png'.
[2026-05-20T10:51:32.315943+00:00] DocxToHtmlProcessor Media copied: 'image74.png'.
[2026-05-20T10:51:32.316084+00:00] DocxToHtmlProcessor Media copied: 'image128.png'.
[2026-05-20T10:51:32.316261+00:00] DocxToHtmlProcessor Media copied: 'image149.jpeg'.
[2026-05-20T10:51:32.316414+00:00] DocxToHtmlProcessor Media copied: 'image168.png'.
[2026-05-20T10:51:32.316555+00:00] DocxToHtmlProcessor Media copied: 'image189.jpeg'.
[2026-05-20T10:51:32.316925+00:00] DocxToHtmlProcessor Media copied: 'image193.png'.
[2026-05-20T10:51:32.317108+00:00] DocxToHtmlProcessor Media copied: 'image214.png'.
[2026-05-20T10:51:32.317257+00:00] DocxToHtmlProcessor Media copied: 'image235.png'.
[2026-05-20T10:51:32.317400+00:00] DocxToHtmlProcessor Media copied: 'image11.png'.
[2026-05-20T10:51:32.317546+00:00] DocxToHtmlProcessor Media copied: 'image32.png'.
[2026-05-20T10:51:32.317689+00:00] DocxToHtmlProcessor Media copied: 'image43.png'.
[2026-05-20T10:51:32.317968+00:00] DocxToHtmlProcessor Media copied: 'image97.png'.
[2026-05-20T10:51:32.318119+00:00] DocxToHtmlProcessor Media copied: 'image118.png'.
[2026-05-20T10:51:32.318263+00:00] DocxToHtmlProcessor Media copied: 'image139.png'.
[2026-05-20T10:51:32.318498+00:00] DocxToHtmlProcessor Media copied: 'image158.png'.
[2026-05-20T10:51:32.318653+00:00] DocxToHtmlProcessor Media copied: 'image179.png'.
[2026-05-20T10:51:32.318855+00:00] DocxToHtmlProcessor Media copied: 'image64.png'.
[2026-05-20T10:51:32.319008+00:00] DocxToHtmlProcessor Media copied: 'image85.png'.
[2026-05-20T10:51:32.319158+00:00] DocxToHtmlProcessor Media copied: 'image204.png'.
[2026-05-20T10:51:32.319339+00:00] DocxToHtmlProcessor Media copied: 'image225.png'.
[2026-05-20T10:51:32.319485+00:00] DocxToHtmlProcessor Media copied: 'image22.png'.
[2026-05-20T10:51:32.319692+00:00] DocxToHtmlProcessor Media copied: 'image33.png'.
[2026-05-20T10:51:32.319862+00:00] DocxToHtmlProcessor Media copied: 'image108.png'.
[2026-05-20T10:51:32.319999+00:00] DocxToHtmlProcessor Media copied: 'image129.png'.
[2026-05-20T10:51:32.320162+00:00] DocxToHtmlProcessor Media copied: 'image150.jpeg'.
[2026-05-20T10:51:32.320357+00:00] DocxToHtmlProcessor Media copied: 'image169.png'.
[2026-05-20T10:51:32.320510+00:00] DocxToHtmlProcessor Media copied: 'image54.png'.
[2026-05-20T10:51:32.320655+00:00] DocxToHtmlProcessor Media copied: 'image75.png'.
[2026-05-20T10:51:32.320820+00:00] DocxToHtmlProcessor Media copied: 'image190.jpeg'.
[2026-05-20T10:51:32.321112+00:00] DocxToHtmlProcessor Media copied: 'image194.png'.
[2026-05-20T10:51:32.321260+00:00] DocxToHtmlProcessor Media copied: 'image12.png'.
[2026-05-20T10:51:32.321398+00:00] DocxToHtmlProcessor Media copied: 'image215.png'.
[2026-05-20T10:51:32.321529+00:00] DocxToHtmlProcessor Media copied: 'image23.png'.
[2026-05-20T10:51:32.321661+00:00] DocxToHtmlProcessor Media copied: 'image98.png'.
[2026-05-20T10:51:32.321858+00:00] DocxToHtmlProcessor Media copied: 'image119.png'.
[2026-05-20T10:51:32.322008+00:00] DocxToHtmlProcessor Media copied: 'image140.png'.
[2026-05-20T10:51:32.322168+00:00] DocxToHtmlProcessor Media copied: 'image159.png'.
[2026-05-20T10:51:32.322306+00:00] DocxToHtmlProcessor Media copied: 'image44.png'.
[2026-05-20T10:51:32.322440+00:00] DocxToHtmlProcessor Media copied: 'image65.png'.
[2026-05-20T10:51:32.322574+00:00] DocxToHtmlProcessor Media copied: 'image86.png'.
[2026-05-20T10:51:32.322744+00:00] DocxToHtmlProcessor Media copied: 'image180.png'.
[2026-05-20T10:51:32.322895+00:00] DocxToHtmlProcessor Media copied: 'image205.png'.
[2026-05-20T10:51:32.323032+00:00] DocxToHtmlProcessor Media copied: 'image226.png'.
[2026-05-20T10:51:32.323168+00:00] DocxToHtmlProcessor Media copied: 'image109.png'.
[2026-05-20T10:51:32.323300+00:00] DocxToHtmlProcessor Media copied: 'image130.png'.
[2026-05-20T10:51:32.323484+00:00] DocxToHtmlProcessor Media copied: 'image151.jpeg'.
[2026-05-20T10:51:32.323624+00:00] DocxToHtmlProcessor Media copied: 'image13.png'.
[2026-05-20T10:51:32.323781+00:00] DocxToHtmlProcessor Media copied: 'image34.png'.
[2026-05-20T10:51:32.323923+00:00] DocxToHtmlProcessor Media copied: 'image55.png'.
[2026-05-20T10:51:32.324059+00:00] DocxToHtmlProcessor Media copied: 'image76.png'.
[2026-05-20T10:51:32.324194+00:00] DocxToHtmlProcessor Media copied: 'image170.png'.
[2026-05-20T10:51:32.324329+00:00] DocxToHtmlProcessor Media copied: 'image181.png'.
[2026-05-20T10:51:32.324588+00:00] DocxToHtmlProcessor Media copied: 'image195.png'.
[2026-05-20T10:51:32.324765+00:00] DocxToHtmlProcessor Media copied: 'image216.png'.
[2026-05-20T10:51:32.324915+00:00] DocxToHtmlProcessor Media copied: 'image99.png'.
[2026-05-20T10:51:32.325152+00:00] DocxToHtmlProcessor Media copied: 'image120.png'.
[2026-05-20T10:51:32.325187+00:00] DocxToHtmlProcessor Media copy complete -- 235 file(s) exported.
[2026-05-20T10:51:32.325223+00:00] DocxToHtmlProcessor Reading list numbering definitions.
[2026-05-20T10:51:32.325264+00:00] DocxToHtmlProcessor Parsing 'word/numbering.xml' for list type map.
[2026-05-20T10:51:32.385237+00:00] DocxToHtmlProcessor Numbering map built with 36 numId(s).
[2026-05-20T10:51:32.385996+00:00] DocxToHtmlProcessor Reading 'word/document.xml'.
[2026-05-20T10:51:32.404568+00:00] DocxToHtmlProcessor Parsing 'word/document.xml' XML structure.
[2026-05-20T10:51:32.595226+00:00] DocxToHtmlProcessor Processing document body paragraphs for 'Printer_Setup_UserGuide.docx'.
[2026-05-20T10:51:32.720817+00:00] DocxToHtmlProcessor Document body processed — 438 HTML block(s) generated for 'Printer_Setup_UserGuide.docx'.
[2026-05-20T10:51:32.729926+00:00] DocxToHtmlProcessor DOCX to HTML conversion complete.
[2026-05-20T10:51:32.733108+00:00] HtmlToDitaNormalizer Normalizing generated HTML for DITA conversion.
[2026-05-20T10:51:32.735883+00:00] helper_port.py class is running.
[2026-05-20T10:51:32.932199+00:00] HtmlToDitaNormalizer HTML normalization complete.
[2026-05-20T10:51:33.069977+00:00] TopicSplitter Splitting HTML content into topics.
[2026-05-20T10:51:33.156901+00:00] TopicSplitter Found 63 topics.
[2026-05-20T10:51:33.160338+00:00] TopicWriter Writing topics to .dita files.
[2026-05-20T10:51:33.162833+00:00] TopicWriter Starting to write 63 topics to '/app/output/85938342-69aa-4cb2-bda3-900331c80862'.
[2026-05-20T10:51:33.163039+00:00] TopicWriter Building topic tree hierarchy.
[2026-05-20T10:51:33.163101+00:00] TopicWriter Building topic tree from 63 flat topic(s).
[2026-05-20T10:51:33.163181+00:00] TopicWriter Topic tree built — 7 root node(s).
[2026-05-20T10:51:33.163229+00:00] TopicWriter Assigning output paths to all topics.
[2026-05-20T10:51:33.163290+00:00] TopicWriter Assigning output paths for 7 node(s) under '/app/output/85938342-69aa-4cb2-bda3-900331c80862'.
[2026-05-20T10:51:33.163573+00:00] TopicWriter Assigning output paths for 2 node(s) under '/app/output/85938342-69aa-4cb2-bda3-900331c80862'.
[2026-05-20T10:51:33.163644+00:00] TopicWriter Assigning output paths for 7 node(s) under '/app/output/85938342-69aa-4cb2-bda3-900331c80862'.
[2026-05-20T10:51:33.163690+00:00] TopicWriter Assigned path for topic 'Product Parts - Front': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/product_parts_front.dita'.
[2026-05-20T10:51:33.163759+00:00] TopicWriter Assigned path for topic 'Product Parts - Inside': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/product_parts_inside.dita'.
[2026-05-20T10:51:33.163804+00:00] TopicWriter Assigned path for topic 'Product Parts - Back': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/product_parts_back.dita'.
[2026-05-20T10:51:33.163843+00:00] TopicWriter Assigning output paths for 2 node(s) under '/app/output/85938342-69aa-4cb2-bda3-900331c80862'.
[2026-05-20T10:51:33.163881+00:00] TopicWriter Assigned path for topic 'The LCD Screen': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/the_lcd_screen.dita'.
[2026-05-20T10:51:33.163920+00:00] TopicWriter Assigned path for topic 'Status Icon Information': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/status_icon_information.dita'.
[2026-05-20T10:51:33.163947+00:00] TopicWriter Path assignment complete for 2 node(s).
[2026-05-20T10:51:33.163974+00:00] TopicWriter Assigned path for topic 'Using the Control Panel': '/app/output/85938342-69aa-4cb2-bda3-900331c80862/product_basics/using_the_control_panel.dita'.
